t_monotonic,t_wall,gpu_name,power_W,util_pct,memory_MiB,error
4008.195333821,1777948568.476014,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4008.422798991,1777948568.703479,NVIDIA A100-SXM4-40GB,51.42,4.0,30772.0,
4008.650427071,1777948568.931107,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4008.877513342,1777948569.1581933,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4009.106055945,1777948569.3867362,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4009.332985242,1777948569.6136656,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4009.560112939,1777948569.8407934,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4009.788156185,1777948570.0688362,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4010.016255416,1777948570.2969353,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4010.243535169,1777948570.524215,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4010.471545015,1777948570.752225,NVIDIA A100-SXM4-40GB,51.15,4.0,30772.0,
4010.698712561,1777948570.9793925,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4010.926623437,1777948571.2073035,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4011.154221526,1777948571.4349017,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4011.383776757,1777948571.6644568,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4011.610808912,1777948571.8914888,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4011.838614518,1777948572.1192946,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4012.067626227,1777948572.3483064,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4012.294882943,1777948572.5755632,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4012.522526015,1777948572.8032062,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4012.74950854,1777948573.0301888,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4012.976425484,1777948573.2571054,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4013.204889482,1777948573.4855697,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4013.43254164,1777948573.7132215,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4013.66036963,1777948573.9410498,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4013.888181868,1777948574.1688616,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4014.115666818,1777948574.3963468,NVIDIA A100-SXM4-40GB,51.42,4.0,30772.0,
4014.343066086,1777948574.6237462,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4014.570737146,1777948574.851417,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4014.798034145,1777948575.0787144,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4015.025673302,1777948575.3063533,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4015.253442908,1777948575.534123,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4015.481107404,1777948575.7617877,NVIDIA A100-SXM4-40GB,51.42,4.0,30772.0,
4015.711910447,1777948575.992591,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4015.939512294,1777948576.2201922,NVIDIA A100-SXM4-40GB,51.42,4.0,30772.0,
4016.166138256,1777948576.4468188,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4016.395116507,1777948576.6757965,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4016.622213856,1777948576.9028938,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4016.850290202,1777948577.13097,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4017.077274841,1777948577.3579547,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4017.30452026,1777948577.5852003,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4017.533189815,1777948577.8138702,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4017.760334968,1777948578.0410154,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4017.988738073,1777948578.2694182,NVIDIA A100-SXM4-40GB,51.42,4.0,30772.0,
4018.217534516,1777948578.4982147,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4018.444506026,1777948578.7251859,NVIDIA A100-SXM4-40GB,51.42,4.0,30772.0,
4018.67170284,1777948578.9523833,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4018.901371313,1777948579.1820514,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4019.128371649,1777948579.409052,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4019.356775178,1777948579.6374555,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4019.585350623,1777948579.8660307,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4019.812539737,1777948580.0932198,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4020.039250082,1777948580.31993,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4020.266580826,1777948580.547261,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4020.493569372,1777948580.7742493,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4020.720924408,1777948581.0016046,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4020.949210839,1777948581.2298908,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4021.176191325,1777948581.4568717,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4021.404613897,1777948581.6852946,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4021.632443746,1777948581.9131238,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4021.859590482,1777948582.1402707,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4022.087031252,1777948582.3677115,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4022.314311588,1777948582.5949917,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4022.541261309,1777948582.8219411,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4022.769349092,1777948583.0500293,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4022.997260361,1777948583.2779405,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4023.225445656,1777948583.5061255,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4023.452322292,1777948583.7330024,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4023.679072877,1777948583.959753,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4023.90615498,1777948584.1868353,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4024.133775666,1777948584.4144561,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4024.360347574,1777948584.641028,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4024.586798504,1777948584.8674786,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4024.813718044,1777948585.0943985,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4025.039912725,1777948585.3205929,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4025.268543336,1777948585.5492234,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4025.497517926,1777948585.7781978,NVIDIA A100-SXM4-40GB,51.42,4.0,30772.0,
4025.725299441,1777948586.0059795,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4025.952175834,1777948586.2328558,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4026.181262952,1777948586.4619431,NVIDIA A100-SXM4-40GB,51.42,4.0,30772.0,
4026.408047229,1777948586.6887271,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4026.634677263,1777948586.915357,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4026.863121957,1777948587.1438022,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4027.093341519,1777948587.374022,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4027.320690057,1777948587.6013699,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4027.549206752,1777948587.8298867,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4027.776116719,1777948588.056797,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4028.003027608,1777948588.2837076,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4028.230762277,1777948588.5114424,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4028.457588108,1777948588.7382681,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4028.68444719,1777948588.9651272,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4028.911644689,1777948589.1923249,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4029.140695057,1777948589.421375,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4029.367697624,1777948589.648378,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4029.594543069,1777948589.875223,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4029.821488254,1777948590.1021683,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4030.047986403,1777948590.3286672,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4030.27556116,1777948590.556241,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4030.502891042,1777948590.783571,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4030.730658404,1777948591.0113387,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4030.957731153,1777948591.2384117,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4031.185580406,1777948591.4662604,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4031.413300602,1777948591.6939807,NVIDIA A100-SXM4-40GB,51.15,4.0,30772.0,
4031.64073121,1777948591.9214115,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4031.867618075,1777948592.1482983,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4032.09485279,1777948592.3755329,NVIDIA A100-SXM4-40GB,51.42,4.0,30772.0,
4032.322449948,1777948592.6031303,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4032.549238184,1777948592.8299181,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4032.777503577,1777948593.0581834,NVIDIA A100-SXM4-40GB,51.42,4.0,30772.0,
4033.004707335,1777948593.2853873,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4033.232038505,1777948593.5127187,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4033.461217478,1777948593.7418976,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4033.687675351,1777948593.9683554,NVIDIA A100-SXM4-40GB,51.15,4.0,30772.0,
4033.914382326,1777948594.1950622,NVIDIA A100-SXM4-40GB,51.42,4.0,30772.0,
4034.140845797,1777948594.421526,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4034.366989998,1777948594.64767,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4034.59360456,1777948594.8742847,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4034.819974263,1777948595.1006546,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4035.047356547,1777948595.3280368,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4035.274609774,1777948595.5552897,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4035.502888177,1777948595.7835684,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4035.729681086,1777948596.0103614,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4035.956726109,1777948596.2374063,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4036.183615467,1777948596.4642954,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4036.413558311,1777948596.6942387,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4036.642711477,1777948596.9233918,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4036.87130806,1777948597.1519885,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4037.097923606,1777948597.3786035,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4037.32479411,1777948597.6054742,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4037.551683621,1777948597.832364,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4037.779025863,1777948598.0597062,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4038.008400409,1777948598.2890806,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4038.236553792,1777948598.5172336,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4038.463947263,1777948598.7446275,NVIDIA A100-SXM4-40GB,51.42,4.0,30772.0,
4038.690806814,1777948598.971487,NVIDIA A100-SXM4-40GB,51.15,4.0,30772.0,
4038.918150862,1777948599.198831,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4039.147356479,1777948599.428042,NVIDIA A100-SXM4-40GB,51.15,4.0,30772.0,
4039.374667931,1777948599.6553483,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4039.601583288,1777948599.8822632,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4039.828660141,1777948600.1093402,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4040.059604353,1777948600.3402843,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4040.286275395,1777948600.5669553,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4040.513606379,1777948600.7942863,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4040.741191657,1777948601.0218716,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4040.969052543,1777948601.249733,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4041.196563917,1777948601.477244,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4041.425362138,1777948601.7060423,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4041.652184831,1777948601.9328647,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4041.879080398,1777948602.1597607,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4042.106523699,1777948602.3872037,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4042.333800107,1777948602.61448,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4042.561363252,1777948602.8420434,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4042.788287684,1777948603.0689676,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4043.014908827,1777948603.295589,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4043.243739178,1777948603.524419,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4043.470543625,1777948603.7512236,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4043.697191776,1777948603.977872,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4043.924948285,1777948604.2056282,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4044.1517004,1777948604.4323804,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4044.379633001,1777948604.6603131,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4044.606653766,1777948604.8873336,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4044.834164166,1777948605.114844,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4045.061247117,1777948605.3419275,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4045.287878085,1777948605.568558,NVIDIA A100-SXM4-40GB,51.15,4.0,30772.0,
4045.515062108,1777948605.7957423,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4045.741974784,1777948606.022655,NVIDIA A100-SXM4-40GB,51.15,4.0,30772.0,
4045.96951052,1777948606.2501907,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4046.196409008,1777948606.4770892,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4046.42327436,1777948606.7039547,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4046.650920898,1777948606.931601,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4046.877904965,1777948607.158585,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4047.106453763,1777948607.3871343,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4047.333512901,1777948607.614193,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4047.560913393,1777948607.8415937,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4047.787347744,1777948608.068028,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4048.013963128,1777948608.2946432,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4048.241754384,1777948608.5224345,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4048.468512614,1777948608.749193,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4048.695530967,1777948608.9762108,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4048.923080409,1777948609.2037604,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4049.15052535,1777948609.4312053,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4049.378305909,1777948609.6589863,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4049.606166016,1777948609.886849,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4049.834670322,1777948610.1153502,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4050.061363375,1777948610.3420434,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4050.288762413,1777948610.5694423,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4050.515433894,1777948610.7961137,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4050.742249046,1777948611.0229294,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4050.969422909,1777948611.250103,NVIDIA A100-SXM4-40GB,51.15,4.0,30772.0,
4051.198980021,1777948611.47966,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4051.426634508,1777948611.7073145,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4051.654259649,1777948611.9349399,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4051.882965556,1777948612.1636455,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4052.109749605,1777948612.3904297,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4052.33693968,1777948612.61762,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4052.565758665,1777948612.846439,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4052.792753709,1777948613.0734339,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4053.020223547,1777948613.3009038,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4053.249939441,1777948613.5306199,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4053.477111608,1777948613.757792,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4053.704320036,1777948613.9850001,NVIDIA A100-SXM4-40GB,51.42,4.0,30772.0,
4053.934679412,1777948614.2153597,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4054.161649747,1777948614.44233,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4054.389026631,1777948614.6697068,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4054.617572544,1777948614.8982527,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4054.844882916,1777948615.125563,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4055.072662628,1777948615.3533425,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4055.302524451,1777948615.5832043,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4055.529337301,1777948615.810017,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4055.757721105,1777948616.0384007,NVIDIA A100-SXM4-40GB,50.83,1.0,30772.0,
4055.985960453,1777948616.2666404,NVIDIA A100-SXM4-40GB,50.83,0.0,30772.0,
4056.212543441,1777948616.4932237,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4056.440031846,1777948616.720712,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4056.667387181,1777948616.9480672,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4056.89490546,1777948617.1755855,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4057.12170723,1777948617.4023871,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4057.351490243,1777948617.6321702,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4057.579137649,1777948617.8598177,NVIDIA A100-SXM4-40GB,51.42,4.0,30772.0,
4057.806196449,1777948618.0868766,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4058.033767287,1777948618.3144474,NVIDIA A100-SXM4-40GB,51.15,4.0,30772.0,
4058.261663734,1777948618.5423439,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4058.489172793,1777948618.7698529,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4058.719981059,1777948619.000661,NVIDIA A100-SXM4-40GB,51.15,4.0,30772.0,
4058.947491151,1777948619.2281713,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4059.174525837,1777948619.455206,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4059.402996741,1777948619.6836767,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4059.629733163,1777948619.9104133,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4059.856409576,1777948620.1370895,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4060.083910166,1777948620.3645904,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4060.311190069,1777948620.5918703,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4060.53822831,1777948620.8189087,NVIDIA A100-SXM4-40GB,51.74,3.0,30772.0,
4060.76555555,1777948621.0462358,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4060.994563274,1777948621.2752433,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4061.221648235,1777948621.5023284,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4061.448767976,1777948621.7294478,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4061.677813821,1777948621.958494,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4061.904384278,1777948622.1850653,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4062.131893861,1777948622.412574,NVIDIA A100-SXM4-40GB,51.15,4.0,30772.0,
4062.359512686,1777948622.6401925,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4062.587019227,1777948622.8676991,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4062.814579895,1777948623.09526,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4063.042820673,1777948623.3235009,NVIDIA A100-SXM4-40GB,51.15,4.0,30772.0,
4063.270380773,1777948623.5510607,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4063.497252568,1777948623.777933,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4063.724742494,1777948624.0054224,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4063.951656734,1777948624.232337,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4064.178436421,1777948624.4591162,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4064.405500504,1777948624.6861804,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4064.634800093,1777948624.9154801,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4064.862427518,1777948625.143108,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4065.089774103,1777948625.370454,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4065.318497392,1777948625.5991771,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4065.545264838,1777948625.8259451,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4065.773216056,1777948626.0538962,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4066.003134489,1777948626.2838144,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4066.231475077,1777948626.512155,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4066.458843367,1777948626.7395236,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4066.685634167,1777948626.966314,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4066.913267485,1777948627.1939476,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4067.1409584,1777948627.4216385,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4067.369623951,1777948627.650304,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4067.597528523,1777948627.8782084,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4067.824866177,1777948628.105546,NVIDIA A100-SXM4-40GB,51.15,4.0,30772.0,
4068.053529426,1777948628.334219,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4068.280470111,1777948628.5611503,NVIDIA A100-SXM4-40GB,51.42,4.0,30772.0,
4068.507355377,1777948628.7880354,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4068.734822182,1777948629.015502,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4068.962272022,1777948629.242952,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4069.189421941,1777948629.470102,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4069.417071786,1777948629.697752,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4069.643950435,1777948629.9246306,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4069.870895328,1777948630.1515756,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4070.098472049,1777948630.3791523,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4070.326965195,1777948630.6076455,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4070.554443435,1777948630.8351235,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4070.781029438,1777948631.0617096,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4071.009987514,1777948631.290668,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4071.238488967,1777948631.519169,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4071.465500125,1777948631.7461803,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4071.694393176,1777948631.9750736,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4071.922449374,1777948632.2031293,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4072.149566922,1777948632.4302468,NVIDIA A100-SXM4-40GB,51.2,3.0,30772.0,
4072.377563911,1777948632.6582441,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4072.605308214,1777948632.885988,NVIDIA A100-SXM4-40GB,51.42,3.0,30772.0,
4072.832707501,1777948633.1133878,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4073.061465932,1777948633.3421462,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4073.288408347,1777948633.5690882,NVIDIA A100-SXM4-40GB,51.47,3.0,30772.0,
4073.51590947,1777948633.7965899,NVIDIA A100-SXM4-40GB,51.15,3.0,30772.0,
4073.743187241,1777948634.0238671,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4073.970201278,1777948634.2508812,NVIDIA A100-SXM4-40GB,51.2,4.0,30772.0,
4074.197295396,1777948634.4779754,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
4074.425194467,1777948634.7058747,NVIDIA A100-SXM4-40GB,51.47,4.0,30772.0,
